Avg. bond angle SEM ,Avg. bond length SEM,Bond angle std mean,Bond length std mean,File count,Max R-factor,Max e.s.d. (C-C),Name,No disorder,Remove outliers,Structure count
0.19366536127697376,0.001397639632970202,1.396540780730774,0.010078522722589467,43,10.0,0.01,deoxyribose purine,True,True,52
0.19151743627021708,0.0013983332188854318,1.5440629345038313,0.011273722828662323,52,10.0,0.01,deoxyribose purine,True,False,65
0.19394119642694924,0.0014386555822865782,1.4119132220467285,0.01047357073187314,45,10.0,1.0,deoxyribose purine,True,True,53
0.18977021060612567,0.0014337175980047466,1.5763497598918323,0.011909352812271812,56,10.0,1.0,deoxyribose purine,True,False,69
0.1862675960124326,0.001352749709460432,1.4062895105497641,0.01021303633878687,46,10.0,0.01,deoxyribose purine,False,True,57
0.18741900232921657,0.001318854911574635,1.6658165302014,0.011722238862306915,59,10.0,0.01,deoxyribose purine,False,False,79
0.18421390436725626,0.001329111559245662,1.4505017334902346,0.010465434882940458,51,10.0,1.0,deoxyribose purine,False,True,62
0.18789568310587668,0.0015550300393777571,1.782534963383373,0.01475231026324511,67,10.0,1.0,deoxyribose purine,False,False,90
0.19366536127697376,0.001397639632970202,1.396540780730774,0.010078522722589467,43,9.5,0.01,deoxyribose purine,True,True,52
0.19151743627021708,0.0013983332188854318,1.5440629345038313,0.011273722828662323,52,9.5,0.01,deoxyribose purine,True,False,65
0.19394119642694924,0.0014386555822865782,1.4119132220467285,0.01047357073187314,45,9.5,1.0,deoxyribose purine,True,True,53
0.18977021060612567,0.0014337175980047466,1.5763497598918323,0.011909352812271812,56,9.5,1.0,deoxyribose purine,True,False,69
0.1862675960124326,0.001352749709460432,1.4062895105497641,0.01021303633878687,46,9.5,0.01,deoxyribose purine,False,True,57
0.18741900232921657,0.001318854911574635,1.6658165302014,0.011722238862306915,59,9.5,0.01,deoxyribose purine,False,False,79
0.18421390436725626,0.001329111559245662,1.4505017334902346,0.010465434882940458,51,9.5,1.0,deoxyribose purine,False,True,62
0.18789568310587668,0.0015550300393777571,1.782534963383373,0.01475231026324511,67,9.5,1.0,deoxyribose purine,False,False,90
0.19366536127697376,0.001397639632970202,1.396540780730774,0.010078522722589467,43,9.0,0.01,deoxyribose purine,True,True,52
0.19151743627021708,0.0013983332188854318,1.5440629345038313,0.011273722828662323,52,9.0,0.01,deoxyribose purine,True,False,65
0.19394119642694924,0.0014386555822865782,1.4119132220467285,0.01047357073187314,45,9.0,1.0,deoxyribose purine,True,True,53
0.18977021060612567,0.0014337175980047466,1.5763497598918323,0.011909352812271812,56,9.0,1.0,deoxyribose purine,True,False,69
0.18511362350294933,0.0013405920852076819,1.4097833554027785,0.010209645148458681,46,9.0,0.01,deoxyribose purine,False,True,58
0.18872316649284934,0.0013083576671269889,1.6667578764010218,0.011555102043692138,58,9.0,0.01,deoxyribose purine,False,False,78
0.1842771831800192,0.0013476734700257344,1.439250810208736,0.010525666282496488,50,9.0,1.0,deoxyribose purine,False,True,61
0.18668841222265645,0.001481077103424486,1.7413135856200157,0.013814567550491007,65,9.0,1.0,deoxyribose purine,False,False,87
0.19366536127697376,0.001397639632970202,1.396540780730774,0.010078522722589467,43,8.5,0.01,deoxyribose purine,True,True,52
0.19151743627021708,0.0013983332188854318,1.5440629345038313,0.011273722828662323,52,8.5,0.01,deoxyribose purine,True,False,65
0.19390446839705802,0.0014056839763320211,1.4249010192552556,0.010329625444859873,45,8.5,1.0,deoxyribose purine,True,True,54
0.19007749898828438,0.0014065085082090843,1.5674192107638611,0.011598366285351958,55,8.5,1.0,deoxyribose purine,True,False,68
0.19426800026922963,0.0013722368115652761,1.4537685964423301,0.010268880004792673,47,8.5,0.01,deoxyribose purine,False,True,56
0.19612623583162206,0.0013600125136201382,1.6871416740243235,0.01169927000940867,57,8.5,0.01,deoxyribose purine,False,False,74
0.191355792540526,0.0014049073397459466,1.4573222984814116,0.01069945553426799,49,8.5,1.0,deoxyribose purine,False,True,58
0.19417828083767422,0.001523351492583335,1.7583591184465488,0.013794534466098584,63,8.5,1.0,deoxyribose purine,False,False,82
0.19366536127697376,0.001397639632970202,1.396540780730774,0.010078522722589467,43,8.0,0.01,deoxyribose purine,True,True,52
0.19151743627021708,0.0013983332188854318,1.5440629345038313,0.011273722828662323,52,8.0,0.01,deoxyribose purine,True,False,65
0.19390446839705802,0.0014056839763320211,1.4249010192552556,0.010329625444859873,45,8.0,1.0,deoxyribose purine,True,True,54
0.19007749898828438,0.0014065085082090843,1.5674192107638611,0.011598366285351958,55,8.0,1.0,deoxyribose purine,True,False,68
0.19426800026922963,0.0013722368115652761,1.4537685964423301,0.010268880004792673,47,8.0,0.01,deoxyribose purine,False,True,56
0.19612623583162206,0.0013600125136201382,1.6871416740243235,0.01169927000940867,57,8.0,0.01,deoxyribose purine,False,False,74
0.191355792540526,0.0014049073397459466,1.4573222984814116,0.01069945553426799,49,8.0,1.0,deoxyribose purine,False,True,58
0.19417828083767422,0.001523351492583335,1.7583591184465488,0.013794534466098584,63,8.0,1.0,deoxyribose purine,False,False,82
0.19777988241213412,0.001376439019343813,1.3844591768849388,0.00963507313540669,41,7.5,0.01,deoxyribose purine,True,True,49
0.19331372930088123,0.001414159306322976,1.5343801582337757,0.011224541516274618,50,7.5,0.01,deoxyribose purine,True,False,63
0.1972501989349739,0.0013939730081271623,1.4086481782099551,0.00995495846886071,43,7.5,1.0,deoxyribose purine,True,True,51
0.19200810176308744,0.0014237994331981298,1.5598811927245722,0.01156700127580052,53,7.5,1.0,deoxyribose purine,True,False,66
0.19761809835194974,0.0013654061587663087,1.478838434917584,0.010217764079789183,48,7.5,0.01,deoxyribose purine,False,True,56
0.1895878047034128,0.0013883782018761688,1.5862053771369449,0.011616005432210474,54,7.5,0.01,deoxyribose purine,False,False,70
0.1906007475624625,0.0013752401572261891,1.4640321216799868,0.010563420085976098,49,7.5,1.0,deoxyribose purine,False,True,59
0.18991355160915013,0.0015640691315996773,1.6772710730870262,0.013813484548693411,60,7.5,1.0,deoxyribose purine,False,False,78
0.20279024398374182,0.0014550790668006427,1.4195317078861927,0.010185553467604498,41,7.0,0.01,deoxyribose purine,True,True,49
0.19439891672943654,0.0014290063672278835,1.5183040763826863,0.011160896516510123,49,7.0,0.01,deoxyribose purine,True,False,61
0.19623169954853142,0.0014050206754320457,1.3875676543452775,0.009934996473053027,42,7.0,1.0,deoxyribose purine,True,True,50
0.1930569242705629,0.0014408181516204432,1.5444553941645032,0.011526545212963545,52,7.0,1.0,deoxyribose purine,True,False,64
0.19775125967931012,0.001391435421325174,1.4260046131226942,0.01003378351616951,44,7.0,0.01,deoxyribose purine,False,True,52
0.19082471565925413,0.001406305888915058,1.5735809172831223,0.011596695443849841,53,7.0,0.01,deoxyribose purine,False,False,68
0.19396411500750543,0.0014131157426563333,1.438476376269511,0.010479946832778963,47,7.0,1.0,deoxyribose purine,False,True,55
0.19141036802426006,0.0015903410973169766,1.6686769019273575,0.013864272257928571,59,7.0,1.0,deoxyribose purine,False,False,76
0.2100292741072116,0.0014587811194849665,1.393176594408655,0.009676459249172485,38,6.5,0.01,deoxyribose purine,True,True,44
0.20750864686803083,0.0014840417188219236,1.5389253129619584,0.011005947949913997,46,6.5,0.01,deoxyribose purine,True,False,55
0.2120263604666517,0.0014595663503787738,1.4380327418058978,0.009899260620534677,40,6.5,1.0,deoxyribose purine,True,True,46
0.20669116664160658,0.0014773580217702822,1.5604840873770862,0.01115380846598475,48,6.5,1.0,deoxyribose purine,True,False,57
0.20746968752591172,0.0014246000808533982,1.437392159301272,0.009869918882019265,42,6.5,0.01,deoxyribose purine,False,True,48
0.2025644371669258,0.0014595530039344465,1.5949939732471445,0.011492531845517424,50,6.5,0.01,deoxyribose purine,False,False,62
0.2026737804465761,0.0014460852238100037,1.4754873933269872,0.01052765933860164,47,6.5,1.0,deoxyribose purine,False,True,53
0.20354325633825096,0.001660271525651791,1.6907572702353661,0.013791251073902566,55,6.5,1.0,deoxyribose purine,False,False,69
0.2164222223062185,0.001480984284676521,1.4355826153692233,0.009823738385369816,38,6.0,0.01,deoxyribose purine,True,True,44
0.20987005369595071,0.0014997962959584015,1.5422236315367583,0.011021206929642926,45,6.0,0.01,deoxyribose purine,True,False,54
0.21094256916016332,0.0014679082750478228,1.3992347084357122,0.009737001949982884,38,6.0,1.0,deoxyribose purine,True,True,44
0.2090519452883729,0.0014922115834711534,1.5644015106154046,0.011166688987848962,47,6.0,1.0,deoxyribose purine,True,False,56
0.20996208189274346,0.0014390318154869897,1.4394275126377674,0.009865505085966847,41,6.0,0.01,deoxyribose purine,False,True,47
0.2047303309236305,0.0014743252430382586,1.598995000744547,0.011514848251620559,49,6.0,0.01,deoxyribose purine,False,False,61
0.20624692295857597,0.0014495617170011894,1.5155991668028725,0.010652059671976756,47,6.0,1.0,deoxyribose purine,False,True,54
0.20561220723821755,0.001677536617606131,1.695521696719118,0.013833321330462922,54,6.0,1.0,deoxyribose purine,False,False,68
0.21946974779869083,0.0014745491962284384,1.4391593791339794,0.009669265705326911,37,5.5,0.01,deoxyribose purine,True,True,43
0.21256844968705935,0.0015008370273441637,1.547521672715789,0.010926258484966622,44,5.5,0.01,deoxyribose purine,True,False,53
0.21946974779869083,0.0014745491962284384,1.4391593791339794,0.009669265705326911,37,5.5,1.0,deoxyribose purine,True,True,43
0.2116333764413175,0.0014939586413694633,1.5695151261830458,0.011079493815907705,46,5.5,1.0,deoxyribose purine,True,False,55
0.21280919898467118,0.0014331855005471651,1.4433422109586067,0.009720336991741433,40,5.5,0.01,deoxyribose purine,False,True,46
0.20714568332896013,0.001477468348603423,1.604543563543636,0.011444420617379264,48,5.5,0.01,deoxyribose purine,False,False,60
0.21117914142795244,0.0014286709372830298,1.4477712524392847,0.009794474483643675,41,5.5,1.0,deoxyribose purine,False,True,47
0.20598273712658793,0.001467879968301766,1.6219096940452584,0.011558098428512313,50,5.5,1.0,deoxyribose purine,False,False,62
0.22802341933736542,0.0015173094996325852,1.4240057973498057,0.00947559478815637,34,5.0,0.01,deoxyribose purine,True,True,39
0.2252387845206471,0.001555634208423728,1.5441593092877137,0.010664890817521366,40,5.0,0.01,deoxyribose purine,True,False,47
0.22802341933736542,0.0015173094996325852,1.4240057973498057,0.00947559478815637,34,5.0,1.0,deoxyribose purine,True,True,39
0.2252387845206471,0.001555634208423728,1.5441593092877137,0.010664890817521366,40,5.0,1.0,deoxyribose purine,True,False,47
0.2202377036068222,0.001472561589531316,1.4273034490886203,0.00954328982418777,37,5.0,0.01,deoxyribose purine,False,True,42
0.2185763994568204,0.0015326591290663802,1.6062019454518806,0.011262698447493292,44,5.0,0.01,deoxyribose purine,False,False,54
0.2202377036068222,0.001472561589531316,1.4273034490886203,0.00954328982418777,37,5.0,1.0,deoxyribose purine,False,True,42
0.2185763994568204,0.0015326591290663802,1.6062019454518806,0.011262698447493292,44,5.0,1.0,deoxyribose purine,False,False,54
0.24420071870699447,0.0016671281558026739,1.4239226434671337,0.009720944079027552,30,4.5,0.01,deoxyribose purine,True,True,34
0.24184168569821612,0.0016932786626248195,1.5485423593158647,0.010842273645380861,35,4.5,0.01,deoxyribose purine,True,False,41
0.24420071870699447,0.0016671281558026739,1.4239226434671337,0.009720944079027552,30,4.5,1.0,deoxyribose purine,True,True,34
0.24184168569821612,0.0016932786626248195,1.5485423593158647,0.010842273645380861,35,4.5,1.0,deoxyribose purine,True,False,41
0.23460596900778233,0.0015723747430751351,1.4651138068659173,0.009819477123236414,34,4.5,0.01,deoxyribose purine,False,True,39
0.2332386035513945,0.0016565352596798486,1.6159244465497202,0.011476812937179205,39,4.5,0.01,deoxyribose purine,False,False,48
0.23460596900778233,0.0015723747430751351,1.4651138068659173,0.009819477123236414,34,4.5,1.0,deoxyribose purine,False,True,39
0.2332386035513945,0.0016565352596798486,1.6159244465497202,0.011476812937179205,39,4.5,1.0,deoxyribose purine,False,False,48
0.10638294789902354,0.000980004852746656,1.2810203286968251,0.011800821122024276,116,10.0,0.01,deoxyribose pyrimidine,True,True,145
0.11922883589654659,0.0012501089700782883,1.5727363618257006,0.016490069861896117,135,10.0,0.01,deoxyribose pyrimidine,True,False,174
0.10288914182194253,0.0009599900982313338,1.3415102816696884,0.012516739514720878,132,10.0,1.0,deoxyribose pyrimidine,True,True,170
0.12195327904720232,0.0013419433780869274,1.7756665456434484,0.01953899051533029,156,10.0,1.0,deoxyribose pyrimidine,True,False,212
0.09508700532831595,0.0009101453886056485,1.2721774271826183,0.012176915392808753,134,10.0,0.01,deoxyribose pyrimidine,False,True,179
0.11184366926111936,0.0012272959528888277,1.6850947873370443,0.01849107800553678,159,10.0,0.01,deoxyribose pyrimidine,False,False,227
0.09123055913406254,0.0008934149528321617,1.3408099129635622,0.013130464578068983,162,10.0,1.0,deoxyribose pyrimidine,False,True,216
0.1090769492165044,0.001231528333920373,1.818676187892063,0.020533680779517727,190,10.0,1.0,deoxyribose pyrimidine,False,False,278
0.10638294789902354,0.000980004852746656,1.2810203286968251,0.011800821122024276,116,9.5,0.01,deoxyribose pyrimidine,True,True,145
0.11922883589654659,0.0012501089700782883,1.5727363618257006,0.016490069861896117,135,9.5,0.01,deoxyribose pyrimidine,True,False,174
0.10288914182194253,0.0009599900982313338,1.3415102816696884,0.012516739514720878,132,9.5,1.0,deoxyribose pyrimidine,True,True,170
0.12195327904720232,0.0013419433780869274,1.7756665456434484,0.01953899051533029,156,9.5,1.0,deoxyribose pyrimidine,True,False,212
0.09508700532831595,0.0009101453886056485,1.2721774271826183,0.012176915392808753,134,9.5,0.01,deoxyribose pyrimidine,False,True,179
0.11184366926111936,0.0012272959528888277,1.6850947873370443,0.01849107800553678,159,9.5,0.01,deoxyribose pyrimidine,False,False,227
0.09123055913406254,0.0008934149528321617,1.3408099129635622,0.013130464578068983,162,9.5,1.0,deoxyribose pyrimidine,False,True,216
0.1090769492165044,0.001231528333920373,1.818676187892063,0.020533680779517727,190,9.5,1.0,deoxyribose pyrimidine,False,False,278
0.10696708041797431,0.0009716330946250123,1.2791402385664326,0.011619041892152411,115,9.0,0.01,deoxyribose pyrimidine,True,True,143
0.10937292109005763,0.0010413419125771626,1.4260484204686865,0.01357743740222273,134,9.0,0.01,deoxyribose pyrimidine,True,False,170
0.10332423376663258,0.0009614664301054849,1.3191555091058305,0.012275181647691613,130,9.0,1.0,deoxyribose pyrimidine,True,True,163
0.11557986744900012,0.0012270487655633804,1.6508107023350078,0.01752576187520547,153,9.0,1.0,deoxyribose pyrimidine,True,False,204
0.09533494763506661,0.0009131602137951464,1.2683489845396723,0.012148806483039244,133,9.0,0.01,deoxyribose pyrimidine,False,True,177
0.10582721716594178,0.0011083859836558212,1.5803373615018061,0.016551732416714697,158,9.0,0.01,deoxyribose pyrimidine,False,False,223
0.0912494224410584,0.0008955271832203265,1.3191775972278286,0.012946486303251754,158,9.0,1.0,deoxyribose pyrimidine,False,True,209
0.10514728283582267,0.0011623298842745446,1.7277461600866755,0.01909902890638612,187,9.0,1.0,deoxyribose pyrimidine,False,False,270
0.10722679505270477,0.000981347615122399,1.2822459738873386,0.011735210661254363,115,8.5,0.01,deoxyribose pyrimidine,True,True,143
0.1097552287666152,0.0010438544991078424,1.4268179739659976,0.01357010848840195,133,8.5,0.01,deoxyribose pyrimidine,True,False,169
0.10468590787194751,0.0009641533601430486,1.3241836311916189,0.012195682527026562,128,8.5,1.0,deoxyribose pyrimidine,True,True,160
0.1128257947329871,0.001170146435772568,1.5835854923415524,0.016423787875724502,149,8.5,1.0,deoxyribose pyrimidine,True,False,197
0.09560361774380975,0.0009145501873051117,1.2683253146271232,0.01213287929296123,132,8.5,0.01,deoxyribose pyrimidine,False,True,176
0.10612794303052203,0.0011113150724229317,1.5812707373500339,0.01655822165038123,157,8.5,0.01,deoxyribose pyrimidine,False,False,222
0.09179807183138952,0.0009008594225271405,1.3207442600049097,0.01296111004988686,157,8.5,1.0,deoxyribose pyrimidine,False,True,207
0.10381107646875004,0.0011337718369130198,1.6835327481724185,0.018386689371950118,183,8.5,1.0,deoxyribose pyrimidine,False,False,263
0.10780802370094399,0.0009746545529694702,1.2710378540500509,0.011491007709063307,112,8.0,0.01,deoxyribose pyrimidine,True,True,139
0.11039612119309612,0.0010457371929839352,1.426632292126562,0.013513902775435254,132,8.0,0.01,deoxyribose pyrimidine,True,False,167
0.10524545493700886,0.000963630407589408,1.3229148551641101,0.012112646402173504,127,8.0,1.0,deoxyribose pyrimidine,True,True,158
0.1132244899836973,0.001166465160063958,1.5770346589790802,0.01624697966117853,147,8.0,1.0,deoxyribose pyrimidine,True,False,194
0.09613121852869594,0.0009180821791409433,1.2570788006580311,0.012005482322222932,130,8.0,0.01,deoxyribose pyrimidine,False,True,171
0.1031596925652727,0.0010669001219134082,1.5161316528438094,0.015680165431206095,154,8.0,0.01,deoxyribose pyrimidine,False,False,216
0.09294462267537304,0.0009027637928703537,1.3144354593716245,0.012767007994966299,153,8.0,1.0,deoxyribose pyrimidine,False,True,200
0.10219410563384869,0.0011038898898808153,1.6319089995177634,0.01762770792503027,178,8.0,1.0,deoxyribose pyrimidine,False,False,255
0.10810432809543598,0.0009715285637562545,1.2699383110644635,0.011412876479083268,111,7.5,0.01,deoxyribose pyrimidine,True,True,138
0.11074554940613439,0.0010493383563939744,1.4268565920940506,0.013519778981519442,131,7.5,0.01,deoxyribose pyrimidine,True,False,166
0.10561508322160489,0.0009681209311498473,1.3106487148742814,0.012014064805422388,124,7.5,1.0,deoxyribose pyrimidine,True,True,154
0.11082041755340784,0.0011073357541005555,1.5194930108367701,0.015183022913576065,143,7.5,1.0,deoxyribose pyrimidine,True,False,188
0.0963405150954431,0.0009207004195183436,1.2561266354573495,0.012004464778790146,129,7.5,0.01,deoxyribose pyrimidine,False,True,170
0.10342319712178637,0.001070573555938362,1.5164817526504413,0.015697689760439892,153,7.5,0.01,deoxyribose pyrimidine,False,False,215
0.09379227922750653,0.000904812476752002,1.3063752824827817,0.012602579494242512,149,7.5,1.0,deoxyribose pyrimidine,False,True,194
0.1009536443816162,0.0010643442291119374,1.5866110624663714,0.01672748258396461,173,7.5,1.0,deoxyribose pyrimidine,False,False,247
0.10907139167003421,0.0009740395706263254,1.2578726517225245,0.011233172317934364,110,7.0,0.01,deoxyribose pyrimidine,True,True,133
0.10998181707913861,0.0010095793790852526,1.3911721726963406,0.012770281266591832,127,7.0,0.01,deoxyribose pyrimidine,True,False,160
0.1066635071186634,0.0009543183535335882,1.2888200602196418,0.011531072539191424,119,7.0,1.0,deoxyribose pyrimidine,True,True,146
0.11111821038208751,0.0010725329331496439,1.4657498634017019,0.014147681058327567,138,7.0,1.0,deoxyribose pyrimidine,True,False,174
0.09761286517646697,0.0009195028983444341,1.250054605793401,0.011775382589557997,124,7.0,0.01,deoxyribose pyrimidine,False,True,164
0.10449164412647209,0.0010622861992378469,1.4997372305187924,0.015246675232088641,147,7.0,0.01,deoxyribose pyrimidine,False,False,206
0.09587782569903472,0.0008937754637205156,1.293462584638982,0.012057690221509498,141,7.0,1.0,deoxyribose pyrimidine,False,True,182
0.10286021406533483,0.0010637852542442327,1.5599523828118267,0.016133102164305455,166,7.0,1.0,deoxyribose pyrimidine,False,False,230
0.11132570763251072,0.0009911415337467268,1.2496279689030596,0.011125536123245683,103,6.5,0.01,deoxyribose pyrimidine,True,True,126
0.11298217091685712,0.0010292161034612703,1.383743343891087,0.012605271442678258,119,6.5,0.01,deoxyribose pyrimidine,True,False,150
0.10858588384481087,0.0009708985820716438,1.2848055042885775,0.01148782694566827,113,6.5,1.0,deoxyribose pyrimidine,True,True,140
0.1143834894159953,0.0011013244849001548,1.4648233868834064,0.014103835005084856,130,6.5,1.0,deoxyribose pyrimidine,True,False,164
0.09982902605086988,0.0009371553179413945,1.2468641357394878,0.011705066169464847,118,6.5,0.01,deoxyribose pyrimidine,False,True,156
0.10739969778297605,0.0010858375529385928,1.4959046915735208,0.015123967043276187,138,6.5,0.01,deoxyribose pyrimidine,False,False,194
0.0975167594238802,0.0009053541303050184,1.2937060071214586,0.012010879810481108,135,6.5,1.0,deoxyribose pyrimidine,False,True,176
0.10593563636248395,0.0010902344845381113,1.5605293698552427,0.016060156823235246,156,6.5,1.0,deoxyribose pyrimidine,False,False,217
0.11265485854446583,0.000988146321073273,1.2494028213117871,0.010959072847537296,102,6.0,0.01,deoxyribose pyrimidine,True,True,123
0.11290603445349102,0.0010251460684464182,1.3689129170819803,0.012429235530100747,116,6.0,0.01,deoxyribose pyrimidine,True,False,147
0.11087066608164214,0.0009816418615684146,1.2834207478648056,0.011363326086467349,110,6.0,1.0,deoxyribose pyrimidine,True,True,134
0.11507716673665039,0.0011074581465189974,1.4510678600111846,0.013964515883492547,126,6.0,1.0,deoxyribose pyrimidine,True,False,159
0.10149770588810332,0.0009355281121472753,1.2472246908166693,0.011495961905873497,116,6.0,0.01,deoxyribose pyrimidine,False,True,151
0.1080822542689325,0.0010501087548512845,1.4780025979776665,0.014360021247960044,133,6.0,0.01,deoxyribose pyrimidine,False,False,187
0.0983531874742202,0.00090749577409962,1.2861348149257088,0.01186704711297138,131,6.0,1.0,deoxyribose pyrimidine,False,True,171
0.10771232595916234,0.0010772840243268723,1.5459627109629017,0.015461934517659802,149,6.0,1.0,deoxyribose pyrimidine,False,False,206
0.11752686753116935,0.0010207916650594362,1.2437874554236232,0.010803043544619239,93,5.5,0.01,deoxyribose pyrimidine,True,True,112
0.1172295157903903,0.0010173601326188876,1.3519567287956247,0.011732769410749903,107,5.5,0.01,deoxyribose pyrimidine,True,False,133
0.11624821118772163,0.0010176593019149138,1.2466231826416874,0.010913180210140589,96,5.5,1.0,deoxyribose pyrimidine,True,True,115
0.11588205018637525,0.0010165746077076185,1.3613058578603368,0.011942047678641798,112,5.5,1.0,deoxyribose pyrimidine,True,False,138
0.10730866818888339,0.0009571496132862546,1.2514233642185906,0.011162186702483866,108,5.5,0.01,deoxyribose pyrimidine,False,True,136
0.11366472003015647,0.0010424089551097039,1.4644674746141069,0.013430499891255804,121,5.5,0.01,deoxyribose pyrimidine,False,False,166
0.10619961613412109,0.000944205216039958,1.2788127219104553,0.011369736410734167,114,5.5,1.0,deoxyribose pyrimidine,False,True,145
0.11207515264363968,0.0010368563607899754,1.4910629268065243,0.013794476683991379,131,5.5,1.0,deoxyribose pyrimidine,False,False,177
0.12390182140692368,0.0010917148914111469,1.220291420420328,0.010752144725611661,82,5.0,0.01,deoxyribose pyrimidine,True,True,97
0.12320524020041883,0.001059682269364429,1.3212290072038735,0.011363826330977378,94,5.0,0.01,deoxyribose pyrimidine,True,False,115
0.12220378228437558,0.001075020298869998,1.2159122813986623,0.01069631692010252,82,5.0,1.0,deoxyribose pyrimidine,True,True,99
0.12260720378386213,0.001055427625573749,1.3205199978360453,0.01136730341143457,95,5.0,1.0,deoxyribose pyrimidine,True,False,116
0.11400209890155208,0.001003292821006185,1.2172093308676843,0.01071223595958428,91,5.0,0.01,deoxyribose pyrimidine,False,True,114
0.11289287643073649,0.0010937007487178984,1.3261910170617068,0.012848074689577448,106,5.0,0.01,deoxyribose pyrimidine,False,False,138
0.11400111023397479,0.0009986376986099647,1.2278295336125242,0.01075565717926435,92,5.0,1.0,deoxyribose pyrimidine,False,True,116
0.11333814091157562,0.0010990752833220335,1.3553270411589893,0.01314302881426292,110,5.0,1.0,deoxyribose pyrimidine,False,False,143
0.1328596092059363,0.001156448968564582,1.2320893292365023,0.010724466543977438,73,4.5,0.01,deoxyribose pyrimidine,True,True,86
0.13271944407805267,0.001129315918136274,1.3404006808829625,0.011405531692188203,85,4.5,0.01,deoxyribose pyrimidine,True,False,102
0.13163413768818444,0.0011401221579052372,1.2348376678868551,0.010695293875125243,74,4.5,1.0,deoxyribose pyrimidine,True,True,88
